Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,251_CP04618_S118,252_CP04618_S119,253_CP04618_S120,254_CP04618_S150,255_CP04618_merge,256_CP04618_S121,257_CP04618_merge,258_CP04618_merge,259_CP04618_S122,260_CP04618_S154,261_CP04618_S123,262_CP04618_S124,263_CP04618_S155,264_CP04618_S125,265_CP04618_S126,266_CP04618_S156,267_CP04618_merge,268_CP04618_S127,269_CP04618_S128,270_CP04618_merge,271_CP04618_merge,272_CP04618_S160,273_CP04618_S129,274_CP04618_S130,Taxonomy Id,Taxonomy Lineage
Klebsiella pneumoniae BIDMC 48,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae BIDMC 48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4059.6,0,0,1400166,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella pneumoniae(573);t__Klebsiella pneumoniae BIDMC 48(1400166);
Klebsiella pneumoniae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699.51,2889.39,0,0,0,573,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella pneumoniae(573);t__Klebsiella pneumoniae(573);
Raoultella planticola,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella planticola,Raoultella planticola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12302.86,8740.73,5727.14,0,0,575,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Raoultella(160674);s__Raoultella planticola(575);t__Raoultella planticola(575);
Klebsiella sp. KTE92,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_u_s,Klebsiella sp. KTE92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,0,0,1182695,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella_u_s(570);t__Klebsiella sp. KTE92(1182695);
Klebsiella sp. S1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_u_s,Klebsiella sp. S1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.07,88.8,0,0,0,672443,k__Bacteria(2);p__Proteobacteria(1224);c__Gammaproteobacteria(1236);o__Enterobacterales(91347);f__Enterobacteriaceae(543);g__Klebsiella(570);s__Klebsiella_u_s(570);t__Klebsiella sp. S1(672443);
Lachnoanaerobaculum orale,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum orale,Lachnoanaerobaculum orale,0,0,0,0,0,0,0,0,375.24,0,0,0,0,0,238.14,0,0,0,0,0,0,0,0,0,979627,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum orale(979627);t__Lachnoanaerobaculum orale(979627);
Lachnoanaerobaculum saburreum DSM 3986,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum saburreum DSM 3986,0,0,0,0,0,0,0,0,76.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887325,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum saburreum(467210);t__Lachnoanaerobaculum saburreum DSM 3986(887325);
Lachnoanaerobaculum saburreum F0468,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum saburreum F0468,0,0,112.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095750,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum saburreum(467210);t__Lachnoanaerobaculum saburreum F0468(1095750);
Lachnoanaerobaculum_u_t,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_u_s,Lachnoanaerobaculum_u_t,0,0,132.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164882,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum_u_s(1164882);t__Lachnoanaerobaculum_u_t(1164882);
Lachnoanaerobaculum sp. ICM7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_u_s,Lachnoanaerobaculum sp. ICM7,0,0,0,0,0,155.71,0,0,0,0,0,0,0,0,0,0,0,0,141.35,0,0,0,0,0,936594,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum_u_s(1164882);t__Lachnoanaerobaculum sp. ICM7(936594);
Lachnoanaerobaculum sp. OBRC5-5,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum_u_s,Lachnoanaerobaculum sp. OBRC5-5,0,0,0,0,0,0,218.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936595,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum_u_s(1164882);t__Lachnoanaerobaculum sp. OBRC5-5(936595);
Lachnoanaerobaculum umeaense,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum umeaense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.26,0,0,0,0,0,617123,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnoanaerobaculum(1164882);s__Lachnoanaerobaculum umeaense(617123);t__Lachnoanaerobaculum umeaense(617123);
Clostridium fessum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium fessum,Clostridium fessum,0,0,0,0,152.83,0,0,0,0,117.94,0,0,0,0,0,0,442.79,0,0,0,0,0,0,0,2126740,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiaceae(31979);g__Clostridium(1485);s__Clostridium fessum(2126740);t__Clostridium fessum(2126740);
Lachnospiraceae bacterium 1_4_56FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 1_4_56FAA,0,119.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658655,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 1_4_56FAA(658655);
Lachnospiraceae bacterium 2_1_58FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 2_1_58FAA,0,6977.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658082,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 2_1_58FAA(658082);
Lachnospiraceae bacterium 3_1_46FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 3_1_46FAA,0,282.66,0,0,0,0,0,0,0,734.99,0,0,0,0,0,0,0,0,0,0,0,0,0,794.25,665950,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 3_1_46FAA(665950);
Lachnospiraceae bacterium 5_1_63FAA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium 5_1_63FAA,0,9595.51,0,0,4950.32,0,0,2600.87,0,0,5170.09,0,4134.18,13490.74,0,0,1511.61,3265.36,0,0,0,0,3169.5,8667.32,658089,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium 5_1_63FAA(658089);
Lachnospiraceae bacterium AM10-38,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM10-38,0,9706.98,0,0,4914.29,0,0,2216.29,0,0,5336.36,0,4223.43,13154.38,0,0,0,2514.07,0,0,0,0,2640.92,8964.59,2292902,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM10-38(2292902);
Lachnospiraceae bacterium AM21-21,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM21-21,0,9401.58,0,0,4800.54,0,0,2637.28,0,1119.26,5197.63,0,4139.9,13497.2,0,0,1474.86,3196.69,0,0,0,0,3001.18,8261.68,2292903,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM21-21(2292903);
Lachnospiraceae bacterium AM23-7LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM23-7LB,0,1587.38,0,0,0,0,0,0,0,0,733.44,0,0,4537.39,0,0,0,0,0,0,0,0,0,1475.76,2292904,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM23-7LB(2292904);
Lachnospiraceae bacterium AM25-27,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM25-27,0,6896.24,0,0,1409.95,0,0,819.25,0,0,3170.55,0,2923.19,15042.65,0,0,617.97,1657.57,0,0,0,0,2485.25,7151.31,2292905,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM25-27(2292905);
Lachnospiraceae bacterium AM26-1LB,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium AM26-1LB,0,8614.51,0,0,4441.44,0,0,2435.28,0,0,4680.39,0,3905.55,11132.98,0,0,0,2978.11,0,0,0,0,2837.83,7852.6,2292906,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium AM26-1LB(2292906);
Oliverpabstia intestinalis,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oliverpabstia,Oliverpabstia intestinalis,Oliverpabstia intestinalis,0,8014.56,0,0,4989.7,0,0,1122.23,0,0,2963.01,0,4769.54,5020.86,0,378.69,3024.96,3190.38,0,0,0,390.17,698.95,861.6,2606633,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Oliverpabstia(2815777);s__Oliverpabstia intestinalis(2606633);t__Oliverpabstia intestinalis(2606633);
Lachnospiraceae bacterium Choco86,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium Choco86,0,0,0,0,0,0,0,0,0,623.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109690,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium Choco86(2109690);
Lachnospiraceae bacterium GAM79,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium GAM79,0,0,0,0,2649.77,0,0,0,0,0,0,0,0,0,0,0,5556.13,473.06,0,0,0,0,0,0,2109691,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium GAM79(2109691);
Lachnospiraceae bacterium OF09-33XD,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium OF09-33XD,0,99.2,0,0,225.6,0,0,186.1,0,388.56,0,0,0,0,0,0,0,0,0,0,0,77.98,84.49,246.17,2292273,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium OF09-33XD(2292273);
Lachnospiraceae bacterium OF09-6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium OF09-6,0,0,0,0,982.96,0,0,97.34,0,238.76,0,0,0,0,0,0,381.42,319.66,0,0,0,0,0,0,2293831,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium OF09-6(2293831);
Lachnospiraceae bacterium OM02-26,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium OM02-26,0,8860.95,0,0,2781.04,0,0,962.44,0,1124.45,5197.35,0,0,8220.09,0,0,0,1765.8,0,0,0,0,0,5189.65,2292908,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium OM02-26(2292908);
Lachnospiraceae bacterium OM04-12BH,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium OM04-12BH,0,0,0,0,167.5,0,0,0,0,0,0,0,0,0,0,0,118.22,0,0,0,0,0,0,0,2292272,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium OM04-12BH(2292272);
Lachnospiraceae bacterium TF10-8AT,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium TF10-8AT,0,9335.12,0,0,3027.52,0,0,670.25,0,847.04,5123.15,0,1173.58,7874.58,0,0,0,1668.72,0,0,0,0,2240.03,6953.5,2292907,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium TF10-8AT(2292907);
Lachnospiraceae bacterium TM07-2AC,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium TM07-2AC,0,6945.28,0,0,0,0,0,0,0,137.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302966,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium TM07-2AC(2302966);
Waltera intestinalis,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Waltera,Waltera intestinalis,Waltera intestinalis,0,0,0,0,954.62,0,0,0,0,1716.4,0,0,0,0,0,685.25,4737.87,2220.17,0,0,0,0,0,0,2606635,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Waltera(2815781);s__Waltera intestinalis(2606635);t__Waltera intestinalis(2606635);
Lachnospiraceae bacterium oral taxon 082 str. F0431,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium oral taxon 082 str. F0431,0,0,0,0,0,0,0,0,349.03,0,0,0,0,0,262.94,0,0,0,0,0,0,0,0,0,861454,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium oral taxon 082 str. F0431(861454);
Lachnospiraceae bacterium oral taxon 096,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae_u_g,Lachnospiraceae_u_s,Lachnospiraceae bacterium oral taxon 096,0,0,0,75.19,0,92.92,424.57,0,6236.49,633.49,0,258.8,0,0,99.61,0,0,0,1306.72,3132.55,0,0,0,0,712982,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Lachnospiraceae(186803);g__Lachnospiraceae_u_g(186803);s__Lachnospiraceae_u_s(186803);t__Lachnospiraceae bacterium oral taxon 096(712982);
Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002,0,0,0,0,0,0,0,0,0,0,0,0,4340.66,2135.28,0,0,0,0,0,0,0,0,0,0,390333,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Lactobacillaceae(33958);g__Lactobacillus(1578);s__Lactobacillus delbrueckii(1584);t__Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002(390333);
Lactobacillus rhamnosus Lc 705,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lactobacillus rhamnosus Lc 705,0,0,0,0,0,0,0,0,0,800.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568704,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Lactobacillaceae(33958);g__Lacticaseibacillus(2759736);s__Lacticaseibacillus rhamnosus(47715);t__Lactobacillus rhamnosus Lc 705(568704);
Lactobacillus sp. HMSC08B12,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus_u_s,Lactobacillus sp. HMSC08B12,0,0,0,0,0,0,0,0,0,0,0,0,213.26,107.73,0,0,0,0,0,0,0,0,0,0,1581136,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Lactobacillaceae(33958);g__Lactobacillus(1578);s__Lactobacillus_u_s(1578);t__Lactobacillus sp. HMSC08B12(1581136);
Lactococcus_u_t,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus_u_s,Lactococcus_u_t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.13,1357,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Lactococcus(1357);s__Lactococcus_u_s(1357);t__Lactococcus_u_t(1357);
Lactococcus lactis subsp. cremoris,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. cremoris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.32,0,1359,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Lactococcus(1357);s__Lactococcus lactis(1358);t__Lactococcus lactis subsp. cremoris(1359);
Lactococcus lactis subsp. lactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. lactis,0,0,0,442.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.64,1360,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Lactococcus(1357);s__Lactococcus lactis(1358);t__Lactococcus lactis subsp. lactis(1360);
Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61,0,0,0,0,0,0,0,0,0,2193.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408260,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Lactococcus(1357);s__Lactococcus lactis(1358);t__Lactococcus lactis subsp. lactis bv. diacetylactis str. LD61(1408260);
Lactococcus raffinolactis 4877,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus raffinolactis,Lactococcus raffinolactis 4877,0,0,0,90.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.23,153.84,1215915,k__Bacteria(2);p__Firmicutes(1239);c__Bacilli(91061);o__Lactobacillales(186826);f__Streptococcaceae(1300);g__Lactococcus(1357);s__Lactococcus raffinolactis(1366);t__Lactococcus raffinolactis 4877(1215915);
Lautropia mirabilis ATCC 51599,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,Lautropia mirabilis ATCC 51599,1002.9,0,3576.91,0,0,2752.4,0,0,232,0,0,0,0,0,944.02,0,0,0,157.88,0,0,0,0,0,887898,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Burkholderiaceae(119060);g__Lautropia(47670);s__Lautropia mirabilis(47671);t__Lautropia mirabilis ATCC 51599(887898);
Lautropia dentalis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia dentalis,Lautropia dentalis,0,0,356.31,0,0,0,0,0,0,0,0,0,0,0,1292.91,0,0,0,0,0,0,0,0,0,2490857,k__Bacteria(2);p__Proteobacteria(1224);c__Betaproteobacteria(28216);o__Burkholderiales(80840);f__Burkholderiaceae(119060);g__Lautropia(47670);s__Lautropia dentalis(2490857);t__Lautropia dentalis(2490857);
Lawsonibacter asaccharolyticus,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_u_f,Lawsonibacter,Lawsonibacter asaccharolyticus,Lawsonibacter asaccharolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.51,0,0,0,0,0,0,0,2108523,k__Bacteria(2);p__Firmicutes(1239);c__Clostridia(186801);o__Clostridiales(186802);f__Clostridiales_u_f(186802);g__Lawsonibacter(2172004);s__Lawsonibacter asaccharolyticus(2108523);t__Lawsonibacter asaccharolyticus(2108523);
Leptotrichia_u_t,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_u_s,Leptotrichia_u_t,0,0,86.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32067,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia_u_s(32067);t__Leptotrichia_u_t(32067);
Leptotrichia sp. oral taxon 215 str. W9775,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_u_s,Leptotrichia sp. oral taxon 215 str. W9775,0,0,0,0,0,161.27,0,0,0,0,0,0,0,0,0,0,0,0,407.96,0,0,0,0,0,1321779,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia_u_s(32067);t__Leptotrichia sp. oral taxon 215 str. W9775(1321779);
Leptotrichia sp. oral taxon 498,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_u_s,Leptotrichia sp. oral taxon 498,0,0,0,0,0,0,0,0,213.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712368,k__Bacteria(2);p__Fusobacteria(32066);c__Fusobacteriia(203490);o__Fusobacteriales(203491);f__Leptotrichiaceae(1129771);g__Leptotrichia(32067);s__Leptotrichia_u_s(32067);t__Leptotrichia sp. oral taxon 498(712368);
